Ticker,Buy Price,Sell Price,Trade Return,Date
MID150BEES.NS,58.20000076293945,57.84000015258789,-0.01575937652064351,2019-10-09 18:30:00+00:00
MID150BEES.NS,60.11000061035156,65.3499984741211,0.05846473284498101,2020-02-25 18:30:00+00:00
MID150BEES.NS,47.189998626708984,49.709999084472656,0.031614411999248214,2020-05-06 18:30:00+00:00
MID150BEES.NS,51.36000061035156,63.290000915527344,0.17383164349515395,2020-09-08 18:30:00+00:00
MID150BEES.NS,67.2699966430664,80.19999694824219,0.14197328942494641,2021-01-26 18:30:00+00:00
MID150BEES.NS,85.95999908447266,89.30999755859375,0.020142347594615008,2021-03-18 18:30:00+00:00
MID150BEES.NS,92.3000030517578,89.31999969482422,-0.0365102826279435,2021-04-19 18:30:00+00:00
MID150BEES.NS,92.4000015258789,104.0999984741211,0.08982892013118926,2021-08-19 18:30:00+00:00
MID150BEES.NS,107.72000122070312,115.58000183105467,0.04716999047937687,2021-10-27 18:30:00+00:00
MID150BEES.NS,121.68000030517578,114.29000091552734,-0.059126767554331994,2021-11-25 18:30:00+00:00
MID150BEES.NS,118.88999938964844,111.1999969482422,-0.06226605470940077,2021-12-19 18:30:00+00:00
MID150BEES.NS,118.81999969482422,113.4499969482422,-0.04677294740452573,2022-01-23 18:30:00+00:00
MID150BEES.NS,116.0199966430664,111.41000366210938,-0.04243206058983599,2022-02-16 18:30:00+00:00
MID150BEES.NS,107.33999633789062,113.43000030517578,0.034265462114162586,2022-04-24 18:30:00+00:00
MID150BEES.NS,107.86000061035156,102.51000213623048,-0.05027659427774183,2022-06-13 18:30:00+00:00
MID150BEES.NS,102.9499969482422,117.37999725341795,0.10059517745220731,2022-09-25 18:30:00+00:00
MID150BEES.NS,119.91000366210938,120.22000122070312,-0.008786223438751444,2022-11-22 18:30:00+00:00
MID150BEES.NS,124.47000122070312,121.70999908447266,-0.028470826872876283,2022-12-20 18:30:00+00:00
MID150BEES.NS,121.1999969482422,118.51000213623048,-0.02848723842571091,2023-01-24 18:30:00+00:00
MID150BEES.NS,117.62999725341795,153.74000549316406,0.2332192070496828,2023-09-27 18:30:00+00:00
MID150BEES.NS,155.24000549316406,174.85000610351562,0.08958817741288441,2024-03-12 18:30:00+00:00
ITBEES.NS,17.15999984741211,21.260000228881836,0.17911533777788546,2020-10-26 18:30:00+00:00
ITBEES.NS,22.049999237060547,25.540000915527344,0.11499460129035384,2021-01-27 18:30:00+00:00
ITBEES.NS,26.200000762939453,25.1200008392334,-0.04361420497480189,2021-02-21 18:30:00+00:00
ITBEES.NS,26.260000228881836,25.829999923706055,-0.023860148958377746,2021-04-22 18:30:00+00:00
ITBEES.NS,26.290000915527344,35.43000030517578,0.26556226267368915,2021-09-30 18:30:00+00:00
ITBEES.NS,36.86000061035156,35.88999938964844,-0.03176371019362434,2021-11-02 18:30:00+00:00
ITBEES.NS,36.279998779296875,35.439998626708984,-0.0292493472928266,2021-11-25 18:30:00+00:00
ITBEES.NS,36.630001068115234,38.16999816894531,0.022583407571512552,2022-01-18 18:30:00+00:00
ITBEES.NS,35.689998626708984,35.33000183105469,-0.018860977288666137,2022-02-17 18:30:00+00:00
ITBEES.NS,36.310001373291016,35.79999923706055,-0.022008542303814417,2022-04-10 18:30:00+00:00
ITBEES.NS,30.760000228881836,28.739999771118164,-0.06305159791905539,2022-06-14 18:30:00+00:00
ITBEES.NS,28.709999084472656,27.8700008392334,-0.03410288715404974,2022-07-12 18:30:00+00:00
ITBEES.NS,29.31999969482422,29.920000076293945,0.00542797122266253,2022-08-23 18:30:00+00:00
ITBEES.NS,28.40999984741211,30.270000457763672,0.04120955822582874,2022-12-11 18:30:00+00:00
ITBEES.NS,30.489999771118164,31.149999618530273,0.0063681656485945655,2023-02-26 18:30:00+00:00
ITBEES.NS,30.200000762939453,28.18000030517578,-0.06401972938305864,2023-04-16 18:30:00+00:00
ITBEES.NS,29.079999923706055,33.4900016784668,0.10972663508604551,2023-09-28 18:30:00+00:00
ITBEES.NS,33.18000030517578,36.43000030517578,0.0670329441903127,2024-01-02 18:30:00+00:00
ITBEES.NS,38.540000915527344,38.9900016784668,-0.0015585632052958383,2024-03-04 18:30:00+00:00
ITBEES.NS,35.689998626708984,34.7599983215332,-0.031558515860943215,2024-06-03 18:30:00+00:00
ITBEES.NS,36.29999923706055,41.29999923706055,0.09866793398207009,2024-08-04 18:30:00+00:00
